DEWP,TEMP,PRES,Iws,Is,Ir,pm2.5
6.0,13.0,1008.0,3.13,0.0,0.0,137.0
-6.0,-6.0,1023.0,3.58,0.0,0.0,439.0
21.0,27.0,1000.0,1.79,0.0,0.0,36.0
28.0,30.0,997.0,1.79,0.0,3.0,276.0
0.0,25.0,1014.0,36.2,0.0,0.0,64.0
1.0,22.0,1008.0,11.61,0.0,0.0,84.0
-7.0,9.0,1019.0,4.02,0.0,0.0,22.0
-20.0,-2.0,1037.0,32.19,0.0,0.0,16.0
5.0,34.0,994.0,48.73,0.0,0.0,27.0
23.0,36.0,998.0,4.02,0.0,0.0,165.0
13.0,16.0,1018.0,4.92,0.0,0.0,265.0
-1.0,1.0,1026.0,3.13,0.0,0.0,110.0
-5.0,24.0,1010.0,21.01,0.0,0.0,24.0
-9.0,26.0,1010.0,71.08,0.0,0.0,27.0
-10.0,10.0,1022.0,106.39,0.0,0.0,9.0
2.0,3.0,1021.0,9.84,0.0,0.0,242.0
5.0,18.0,1018.0,4.92,0.0,0.0,4.0
19.0,25.0,1006.0,1.78,0.0,0.0,67.0
-4.0,7.0,1025.0,3.56,0.0,0.0,397.0
19.0,22.0,1001.0,52.29,0.0,1.0,49.0
16.0,23.0,1014.0,8.5,0.0,0.0,54.0
-4.0,20.0,1013.0,26.82,0.0,0.0,38.0
-10.0,-3.0,1032.0,0.45,0.0,0.0,132.0
-5.0,3.0,1020.0,1.79,0.0,0.0,187.0
-23.0,-6.0,1029.0,315.12,0.0,0.0,15.0
-5.0,-4.0,1027.0,3.13,0.0,0.0,325.0
20.0,21.0,1006.0,46.06,0.0,0.0,221.0
-17.0,2.0,1027.0,13.41,0.0,0.0,86.0
1.0,23.0,1007.0,21.01,0.0,2.0,20.0
-18.0,8.0,1023.0,1.79,0.0,0.0,13.0
-15.0,2.0,1025.0,0.89,0.0,0.0,13.0
-11.0,6.0,1024.0,0.89,0.0,0.0,37.0
18.0,28.0,1009.0,0.89,0.0,0.0,27.0
14.0,17.0,1016.0,1.78,0.0,0.0,84.0
3.0,12.0,1024.0,19.22,0.0,0.0,31.0
-3.0,20.0,1013.0,8.94,0.0,0.0,80.0
22.0,31.0,1006.0,20.13,0.0,0.0,163.0
20.0,29.0,1010.0,1.79,0.0,0.0,123.0
1.0,18.0,1020.0,0.89,0.0,0.0,51.0
7.0,15.0,1001.0,1.79,0.0,0.0,41.0
14.0,24.0,1012.0,10.28,0.0,0.0,80.0
2.0,5.0,1017.0,4.02,0.0,0.0,183.0
-6.0,-1.0,1029.0,0.45,0.0,0.0,98.0
-9.0,3.0,1028.0,3.13,0.0,0.0,42.0
13.0,14.0,1011.0,1.79,0.0,5.0,50.0
11.0,13.0,1014.0,3.57,0.0,0.0,106.0
23.0,26.0,1005.0,31.75,0.0,2.0,128.0
-1.0,12.0,1020.0,43.35,0.0,0.0,214.0
3.0,19.0,1013.0,0.89,0.0,0.0,168.0
15.0,22.0,1017.0,3.13,0.0,0.0,72.0
20.0,25.0,1000.0,1.79,0.0,0.0,29.0
-4.0,2.0,1019.0,5.79,0.0,0.0,180.0
-25.0,1.0,1026.0,62.58,0.0,0.0,13.0
16.0,29.0,1004.0,3.13,0.0,0.0,16.0
14.0,16.0,1012.0,1.79,0.0,10.0,141.0
-7.0,12.0,1018.0,80.92,0.0,0.0,16.0
-26.0,-12.0,1036.0,191.31,0.0,0.0,18.0
-8.0,9.0,1020.0,3.13,0.0,0.0,153.0
-6.0,2.0,1013.0,6.71,0.0,0.0,220.0
9.0,21.0,1011.0,8.5,0.0,0.0,36.0
6.0,22.0,1009.0,3.58,0.0,0.0,32.0
20.0,22.0,1001.0,1.78,0.0,1.0,127.0
19.0,22.0,1003.0,0.45,0.0,0.0,215.0
-18.0,16.0,1023.0,21.47,0.0,0.0,8.0
0.0,11.0,1009.0,0.89,0.0,0.0,217.0
-4.0,2.0,1026.0,2.67,0.0,0.0,118.0
17.0,18.0,1012.0,8.49,0.0,2.0,134.0
23.0,27.0,1001.0,17.88,0.0,0.0,57.0
-12.0,7.0,1025.0,1.79,0.0,0.0,61.0
8.0,13.0,1010.0,4.02,0.0,1.0,247.0
-4.0,19.0,1011.0,67.04,0.0,0.0,35.0
-8.0,10.0,1019.0,4.92,0.0,0.0,202.0
-16.0,-12.0,1026.0,1.79,0.0,0.0,236.0
11.0,12.0,1020.0,2.23,0.0,0.0,301.0
19.0,26.0,1004.0,31.29,0.0,0.0,171.0
9.0,22.0,1007.0,21.01,0.0,0.0,33.0
4.0,10.0,1004.0,2.67,0.0,0.0,110.0
-7.0,9.0,1018.0,14.75,0.0,0.0,62.0
24.0,28.0,999.0,0.89,0.0,0.0,122.0
-20.0,-5.0,1031.0,307.08,0.0,0.0,14.0
-16.0,-7.0,1030.0,0.89,0.0,0.0,189.0
-11.0,1.0,1023.0,1.79,0.0,0.0,105.0
13.0,26.0,1009.0,40.68,0.0,0.0,105.0
1.0,5.0,1018.0,0.89,0.0,0.0,225.0
11.0,12.0,1020.0,6.71,0.0,1.0,283.0
12.0,19.0,1019.0,9.84,0.0,0.0,56.0
-6.0,12.0,1013.0,31.28,0.0,0.0,159.0
-4.0,-1.0,1012.0,3.13,0.0,0.0,180.0
-12.0,3.0,1011.0,0.89,0.0,0.0,78.0
4.0,10.0,1020.0,14.76,0.0,0.0,309.0
18.0,24.0,1000.0,10.28,0.0,0.0,18.0
-15.0,-3.0,1035.0,41.13,0.0,0.0,17.0
-12.0,0.0,1019.0,0.89,0.0,0.0,41.0
5.0,16.0,1014.0,1.78,0.0,0.0,75.0
8.0,14.0,1021.0,11.63,0.0,0.0,151.0
-16.0,-4.0,1032.0,62.15,0.0,0.0,10.0
28.0,30.0,996.0,3.58,0.0,2.0,277.0
6.0,14.0,1016.0,2.68,0.0,0.0,112.0
-10.0,-3.0,1023.0,9.39,0.0,0.0,134.0
18.0,21.0,1011.0,3.13,0.0,0.0,83.0
7.0,8.0,1028.0,0.89,0.0,0.0,79.0
18.0,23.0,1004.0,3.58,0.0,0.0,121.0
-2.0,21.0,1011.0,7.15,0.0,0.0,166.0
19.0,20.0,1008.0,4.47,0.0,1.0,138.0
-2.0,9.0,1021.0,0.89,0.0,0.0,472.0
14.0,30.0,997.0,37.54,0.0,0.0,46.0
17.0,20.0,1009.0,38.45,0.0,0.0,175.0
-5.0,14.0,1017.0,47.4,0.0,0.0,9.0
18.0,24.0,1008.0,76.01,0.0,0.0,101.0
3.0,7.0,1002.0,1.79,0.0,0.0,480.0
-4.0,5.0,1020.0,1.79,0.0,0.0,222.0
-9.0,-3.0,1029.0,35.31,1.0,0.0,100.0
18.0,21.0,1015.0,4.47,0.0,0.0,76.0
6.0,20.0,1018.0,1.79,0.0,0.0,26.0
0.0,9.0,1023.0,10.72,0.0,0.0,175.0
13.0,31.0,1008.0,15.21,0.0,0.0,16.0
2.0,29.0,1006.0,3.13,0.0,0.0,45.0
17.0,19.0,1003.0,1.79,0.0,2.0,13.0
-22.0,7.0,1016.0,17.88,0.0,0.0,33.0
23.0,30.0,1005.0,24.59,0.0,0.0,143.0
19.0,25.0,999.0,36.66,0.0,0.0,48.0
-19.0,8.0,1025.0,84.04,0.0,0.0,9.0
10.0,11.0,1018.0,7.6,0.0,0.0,125.0
16.0,20.0,1003.0,3.58,0.0,0.0,70.0
1.0,5.0,1021.0,12.97,0.0,0.0,336.0
-6.0,26.0,1005.0,58.55,0.0,0.0,61.0
0.0,1.0,1021.0,5.34,0.0,0.0,13.0
-12.0,23.0,1001.0,105.49,0.0,0.0,29.0
-4.0,-1.0,1028.0,0.89,0.0,0.0,90.0
-26.0,-8.0,1040.0,3.13,0.0,0.0,15.0
-6.0,0.0,1021.0,15.2,0.0,0.0,83.0
2.0,5.0,1007.0,0.89,0.0,0.0,28.0
-4.0,0.0,1016.0,0.89,0.0,0.0,125.0
-9.0,23.0,1011.0,49.17,0.0,0.0,30.0
7.0,17.0,1008.0,3.58,0.0,0.0,195.0
-6.0,15.0,1026.0,1.79,0.0,0.0,9.0
18.0,19.0,1011.0,0.89,0.0,0.0,146.0
-22.0,6.0,1018.0,58.54,0.0,0.0,36.0
4.0,9.0,1003.0,3.13,0.0,0.0,58.0
-3.0,27.0,997.0,62.59,0.0,0.0,42.0
24.0,26.0,1005.0,54.98,0.0,0.0,226.0
-8.0,9.0,1018.0,7.15,0.0,0.0,10.0
9.0,16.0,1011.0,0.89,0.0,0.0,59.0
12.0,28.0,999.0,0.89,0.0,0.0,106.0
8.0,10.0,1027.0,0.45,0.0,0.0,77.0
-23.0,-4.0,1033.0,23.69,0.0,0.0,16.0
-4.0,10.0,1016.0,4.02,0.0,0.0,64.0
-8.0,2.0,1025.0,0.89,0.0,0.0,81.0
-6.0,-5.0,1022.0,5.81,0.0,0.0,241.0
23.0,25.0,1003.0,3.13,0.0,0.0,218.0
1.0,15.0,1014.0,6.26,0.0,0.0,59.0
-14.0,7.0,1023.0,42.92,0.0,0.0,112.0
20.0,24.0,1012.0,74.22,0.0,0.0,238.0
-22.0,-3.0,1035.0,20.56,0.0,0.0,16.0
16.0,18.0,1012.0,49.62,0.0,9.0,16.0
-17.0,-4.0,1034.0,78.25,0.0,0.0,11.0
18.0,28.0,1003.0,35.76,0.0,0.0,53.0
-6.0,5.0,1012.0,1.79,0.0,0.0,166.0
-4.0,18.0,1017.0,6.26,0.0,0.0,35.0
-16.0,10.0,1015.0,81.81,0.0,0.0,26.0
18.0,30.0,1001.0,6.26,0.0,0.0,153.0
-15.0,-9.0,1028.0,31.74,0.0,0.0,47.0
18.0,24.0,1006.0,0.89,0.0,0.0,148.0
-12.0,-2.0,1036.0,5.37,0.0,0.0,227.0
-1.0,16.0,1004.0,124.27,0.0,0.0,12.0
11.0,19.0,1013.0,8.5,0.0,0.0,126.0
-8.0,8.0,1022.0,133.66,0.0,0.0,9.0
-11.0,17.0,1015.0,41.12,0.0,0.0,67.0
11.0,27.0,1009.0,49.18,0.0,0.0,93.0
10.0,13.0,1000.0,0.45,0.0,0.0,47.0
-27.0,-8.0,1029.0,147.95,0.0,0.0,16.0
-3.0,1.0,1020.0,11.63,0.0,0.0,343.0
-6.0,3.0,1019.0,1.78,0.0,0.0,124.0
17.0,23.0,1007.0,23.25,0.0,0.0,52.0
2.0,23.0,1015.0,1.79,0.0,0.0,5.0
-8.0,-2.0,1021.0,2.67,0.0,0.0,288.0
3.0,11.0,1007.0,1.34,0.0,0.0,63.0
-5.0,3.0,1020.0,0.89,0.0,0.0,183.0
24.0,27.0,1000.0,11.18,0.0,0.0,38.0
-14.0,4.0,1032.0,37.99,0.0,0.0,16.0
-2.0,27.0,1003.0,73.75,0.0,0.0,115.0
16.0,28.0,1005.0,1.79,0.0,0.0,17.0
-15.0,16.0,1017.0,27.71,0.0,0.0,13.0
10.0,21.0,994.0,0.89,0.0,0.0,40.0
6.0,16.0,1013.0,48.73,0.0,0.0,81.0
-7.0,6.0,1022.0,27.27,0.0,0.0,21.0
26.0,27.0,997.0,0.89,0.0,0.0,201.0
-4.0,6.0,1021.0,3.13,0.0,0.0,80.0
6.0,8.0,1022.0,8.05,0.0,0.0,23.0
-9.0,13.0,1017.0,67.06,0.0,0.0,15.0
4.0,15.0,1013.0,35.76,0.0,0.0,70.0
16.0,23.0,1012.0,3.58,0.0,0.0,117.0
-11.0,0.0,1027.0,1.79,0.0,0.0,11.0
16.0,20.0,1005.0,7.15,0.0,0.0,25.0
3.0,13.0,1018.0,2.68,0.0,0.0,76.0
13.0,20.0,1015.0,0.89,0.0,0.0,22.0
14.0,16.0,1001.0,1.78,0.0,0.0,108.0
16.0,25.0,1009.0,0.89,0.0,0.0,104.0
-21.0,-11.0,1027.0,1.79,0.0,0.0,98.0
1.0,22.0,1006.0,78.68,0.0,0.0,47.0
18.0,22.0,1007.0,29.95,0.0,0.0,137.0
-5.0,-1.0,1026.0,36.68,0.0,0.0,202.0
-2.0,2.0,1004.0,0.45,0.0,0.0,357.0
20.0,22.0,1002.0,3.13,0.0,0.0,25.0
9.0,12.0,1027.0,3.58,0.0,0.0,60.0
-11.0,18.0,1014.0,93.87,0.0,0.0,24.0
-16.0,-10.0,1026.0,1.78,0.0,0.0,162.0
24.0,30.0,1003.0,66.17,0.0,0.0,158.0
12.0,13.0,1005.0,0.89,0.0,0.0,78.0
11.0,26.0,1006.0,1.79,0.0,0.0,143.0
-20.0,-11.0,1036.0,5.81,0.0,0.0,107.0
23.0,25.0,1009.0,1.79,0.0,0.0,88.0
20.0,22.0,1002.0,1.79,0.0,0.0,54.0
-5.0,15.0,1009.0,34.42,0.0,0.0,46.0
-5.0,13.0,1020.0,69.28,0.0,0.0,18.0
-8.0,4.0,1016.0,73.75,0.0,0.0,12.0
-24.0,-3.0,1029.0,46.48,0.0,0.0,14.0
0.0,18.0,1010.0,0.89,0.0,0.0,83.0
17.0,19.0,1009.0,8.5,0.0,4.0,15.0
-14.0,-4.0,1028.0,37.1,0.0,0.0,49.0
-19.0,9.0,1025.0,3.13,0.0,0.0,41.0
-7.0,8.0,1028.0,16.99,0.0,0.0,156.0
6.0,30.0,999.0,23.25,0.0,0.0,23.0
21.0,25.0,1001.0,3.58,0.0,0.0,198.0
-23.0,-5.0,1035.0,71.97,0.0,0.0,16.0
7.0,14.0,1017.0,39.78,0.0,0.0,74.0
15.0,32.0,1006.0,1.79,0.0,0.0,39.0
-4.0,-3.0,1029.0,1.78,0.0,0.0,98.0
-17.0,1.0,1025.0,8.04,0.0,0.0,143.0
-6.0,2.0,1019.0,1.79,0.0,0.0,81.0
1.0,21.0,1016.0,202.94,0.0,0.0,11.0
13.0,25.0,1001.0,4.47,0.0,0.0,124.0
24.0,27.0,1004.0,45.16,0.0,0.0,61.0
-18.0,-8.0,1034.0,8.94,0.0,0.0,22.0
-13.0,-1.0,1036.0,15.2,0.0,0.0,86.0
-18.0,10.0,1022.0,120.67,0.0,0.0,21.0
16.0,17.0,1012.0,3.58,0.0,0.0,96.0
21.0,24.0,1002.0,0.89,0.0,0.0,37.0
20.0,29.0,1002.0,1.79,0.0,0.0,139.0
4.0,21.0,1006.0,3.13,0.0,0.0,138.0
22.0,33.0,997.0,16.55,0.0,0.0,62.0
-7.0,-4.0,1027.0,1.78,0.0,0.0,532.0
5.0,23.0,1017.0,38.0,0.0,0.0,28.0
-18.0,4.0,1027.0,61.68,0.0,0.0,21.0
2.0,6.0,1023.0,1.34,0.0,0.0,97.0
19.0,24.0,1005.0,4.02,0.0,3.0,42.0
-15.0,2.0,1023.0,1.78,0.0,0.0,71.0
12.0,27.0,1014.0,18.78,0.0,0.0,19.0
-5.0,15.0,1022.0,1.79,0.0,0.0,14.0
-3.0,9.0,1016.0,37.56,0.0,0.0,164.0
-20.0,4.0,1029.0,260.57,0.0,0.0,12.0
-12.0,5.0,1026.0,39.79,0.0,0.0,12.0
7.0,9.0,1015.0,0.89,0.0,0.0,381.0
-19.0,-4.0,1031.0,119.36,0.0,0.0,18.0
-23.0,6.0,1019.0,29.5,0.0,0.0,13.0
-6.0,-2.0,1029.0,0.89,0.0,0.0,291.0
-21.0,23.0,1017.0,4.92,0.0,0.0,21.0
19.0,26.0,1009.0,31.74,0.0,0.0,172.0
-23.0,0.0,1025.0,78.66,0.0,0.0,15.0
13.0,20.0,1005.0,4.02,0.0,0.0,78.0
-6.0,9.0,1024.0,16.1,0.0,0.0,121.0
14.0,17.0,1016.0,0.89,0.0,0.0,60.0
13.0,22.0,1019.0,2.67,0.0,0.0,127.0
20.0,24.0,1011.0,29.96,0.0,0.0,37.0
2.0,9.0,1017.0,1.79,0.0,0.0,144.0
19.0,20.0,1010.0,1.79,0.0,8.0,21.0
-16.0,-1.0,1030.0,7.15,0.0,0.0,197.0
-1.0,1.0,1016.0,0.89,0.0,0.0,145.0
0.0,19.0,1014.0,31.29,0.0,0.0,140.0
17.0,24.0,1009.0,0.89,0.0,0.0,102.0
11.0,37.0,1003.0,3.13,0.0,0.0,14.0
-6.0,3.0,1014.0,4.92,0.0,0.0,225.0
3.0,12.0,1026.0,7.15,0.0,0.0,35.0
4.0,17.0,1010.0,3.13,0.0,0.0,16.0
-5.0,12.0,1013.0,1.78,0.0,0.0,108.0
15.0,23.0,1016.0,0.89,0.0,0.0,224.0
3.0,12.0,1026.0,50.07,0.0,2.0,11.0
18.0,19.0,1004.0,2.68,0.0,0.0,176.0
2.0,11.0,1005.0,1.78,0.0,0.0,51.0
16.0,29.0,1003.0,12.07,0.0,0.0,155.0
13.0,18.0,1008.0,6.26,0.0,0.0,84.0
-5.0,-1.0,1025.0,27.72,0.0,0.0,21.0
0.0,10.0,1014.0,11.63,0.0,0.0,240.0
17.0,20.0,1008.0,1.79,0.0,0.0,101.0
-7.0,13.0,1010.0,55.87,0.0,0.0,55.0
13.0,15.0,1014.0,1.79,0.0,21.0,26.0
-15.0,4.0,1023.0,13.86,0.0,0.0,9.0
-15.0,-7.0,1020.0,0.9,0.0,0.0,366.0
8.0,16.0,1009.0,75.1,0.0,0.0,48.0
-2.0,12.0,1022.0,4.91,0.0,0.0,26.0
17.0,21.0,1017.0,0.89,0.0,0.0,81.0
21.0,22.0,1002.0,3.13,0.0,1.0,94.0
12.0,14.0,1022.0,1.79,0.0,0.0,189.0
17.0,21.0,1015.0,3.56,0.0,0.0,282.0
21.0,24.0,1002.0,5.37,0.0,0.0,98.0
-9.0,1.0,1027.0,41.59,0.0,0.0,49.0
-17.0,12.0,1020.0,147.94,0.0,0.0,35.0
20.0,22.0,996.0,9.84,0.0,0.0,33.0
-7.0,17.0,1013.0,36.22,0.0,0.0,46.0
-10.0,3.0,1024.0,16.98,0.0,0.0,95.0
0.0,7.0,1006.0,0.89,0.0,0.0,323.0
-6.0,0.0,1009.0,1.79,0.0,0.0,142.0
-11.0,-6.0,1024.0,1.79,0.0,0.0,131.0
5.0,23.0,1009.0,36.65,0.0,0.0,116.0
-8.0,9.0,1018.0,3.56,0.0,0.0,172.0
-3.0,22.0,1024.0,35.77,0.0,0.0,23.0
9.0,19.0,1002.0,45.59,0.0,0.0,37.0
11.0,11.0,1016.0,1.78,0.0,0.0,187.0
3.0,13.0,1027.0,4.46,0.0,0.0,90.0
3.0,23.0,1013.0,3.13,0.0,0.0,175.0
16.0,18.0,1004.0,23.7,0.0,0.0,100.0
-12.0,-10.0,1028.0,0.89,0.0,0.0,104.0
-18.0,-7.0,1025.0,4.02,0.0,0.0,120.0
-8.0,4.0,1020.0,0.89,0.0,0.0,102.0
-23.0,-8.0,1032.0,103.72,0.0,0.0,13.0
21.0,30.0,1008.0,8.05,0.0,0.0,112.0
-23.0,-8.0,1038.0,111.29,0.0,0.0,15.0
-14.0,1.0,1017.0,12.96,0.0,0.0,132.0
-14.0,-7.0,1025.0,7.15,0.0,0.0,85.0
-5.0,-1.0,1027.0,0.45,0.0,0.0,273.0
-8.0,3.0,1015.0,1.79,0.0,0.0,151.0
-22.0,-1.0,1028.0,1.79,0.0,0.0,47.0
-1.0,12.0,1029.0,18.33,0.0,0.0,67.0
1.0,15.0,1013.0,19.21,0.0,0.0,306.0
-5.0,-1.0,1024.0,4.92,0.0,0.0,383.0
16.0,20.0,1015.0,11.18,0.0,6.0,72.0
-7.0,-1.0,1014.0,0.89,0.0,0.0,81.0
6.0,11.0,1014.0,6.23,0.0,0.0,173.0
20.0,21.0,1010.0,0.89,0.0,0.0,88.0
7.0,17.0,1017.0,6.71,0.0,0.0,55.0
5.0,16.0,1014.0,8.04,0.0,0.0,16.0
7.0,8.0,1028.0,2.68,0.0,0.0,78.0
-8.0,12.0,1022.0,21.9,0.0,0.0,59.0
5.0,29.0,1009.0,0.89,0.0,0.0,17.0
7.0,16.0,1009.0,5.37,0.0,0.0,171.0
7.0,17.0,1014.0,1.79,0.0,0.0,77.0
-8.0,0.0,1027.0,73.29,0.0,0.0,29.0
18.0,22.0,1005.0,1.78,0.0,0.0,32.0
-2.0,5.0,1026.0,8.5,0.0,0.0,165.0
24.0,26.0,1004.0,0.89,0.0,0.0,125.0
6.0,25.0,1019.0,6.26,0.0,0.0,26.0
7.0,8.0,1018.0,4.47,0.0,0.0,87.0
15.0,22.0,1009.0,4.92,0.0,0.0,112.0
-21.0,-6.0,1027.0,1.79,0.0,0.0,6.0
11.0,12.0,1022.0,1.78,0.0,0.0,256.0
-11.0,-1.0,1019.0,12.06,0.0,0.0,54.0
2.0,3.0,1026.0,0.89,0.0,0.0,186.0
17.0,22.0,1003.0,9.83,0.0,0.0,21.0
-5.0,-1.0,1020.0,0.89,0.0,0.0,269.0
16.0,21.0,997.0,3.13,0.0,0.0,250.0
9.0,11.0,1021.0,0.89,0.0,0.0,64.0
9.0,14.0,1011.0,1.79,0.0,0.0,382.0
-22.0,-5.0,1034.0,150.18,0.0,0.0,8.0
-9.0,17.0,1013.0,67.49,0.0,0.0,15.0
3.0,8.0,1018.0,0.89,0.0,0.0,85.0
-20.0,14.0,1021.0,9.83,0.0,0.0,7.0
16.0,26.0,1010.0,54.98,0.0,0.0,86.0
-4.0,1.0,1020.0,6.71,0.0,0.0,490.0
6.0,23.0,1017.0,1.79,0.0,0.0,24.0
21.0,27.0,1002.0,47.83,0.0,0.0,163.0
7.0,26.0,1020.0,1.78,0.0,0.0,26.0
-24.0,-5.0,1033.0,37.1,0.0,0.0,11.0
11.0,20.0,1022.0,0.89,0.0,0.0,29.0
-18.0,6.0,1027.0,127.85,0.0,0.0,30.0
3.0,6.0,1018.0,12.96,0.0,0.0,235.0
-7.0,11.0,1015.0,3.58,0.0,0.0,52.0
0.0,3.0,1028.0,1.79,0.0,0.0,72.0
17.0,22.0,1006.0,12.96,0.0,0.0,153.0
-23.0,-2.0,1032.0,21.9,0.0,0.0,16.0
2.0,4.0,1027.0,0.45,0.0,0.0,178.0
-18.0,2.0,1030.0,64.83,0.0,0.0,11.0
-19.0,-2.0,1032.0,1.79,0.0,0.0,46.0
7.0,8.0,1020.0,0.89,0.0,0.0,104.0
11.0,18.0,1014.0,171.66,0.0,0.0,51.0
-4.0,12.0,1016.0,0.89,0.0,0.0,103.0
2.0,6.0,1019.0,3.13,0.0,0.0,260.0
-23.0,6.0,1020.0,72.42,0.0,0.0,36.0
-21.0,1.0,1025.0,18.78,0.0,0.0,24.0
-9.0,-8.0,1026.0,1.79,0.0,0.0,181.0
0.0,4.0,1016.0,0.89,0.0,0.0,174.0
16.0,27.0,1003.0,32.62,0.0,0.0,57.0
27.0,33.0,995.0,14.31,0.0,0.0,178.0
8.0,12.0,1003.0,2.23,0.0,0.0,127.0
15.0,29.0,1009.0,8.04,0.0,0.0,16.0
-23.0,-7.0,1030.0,4.92,0.0,0.0,40.0
-6.0,-4.0,1030.0,0.89,0.0,0.0,72.0
7.0,20.0,1014.0,63.02,0.0,0.0,8.0
13.0,22.0,1015.0,4.92,0.0,0.0,348.0
7.0,24.0,999.0,7.15,0.0,0.0,64.0
1.0,20.0,1010.0,11.18,0.0,0.0,21.0
6.0,11.0,1014.0,8.9,0.0,0.0,123.0
-6.0,0.0,1026.0,20.12,0.0,0.0,57.0
-14.0,-7.0,1028.0,15.65,0.0,0.0,60.0
-12.0,16.0,1016.0,4.02,0.0,0.0,75.0
-14.0,6.0,1024.0,3.13,0.0,0.0,54.0
0.0,17.0,1025.0,19.22,0.0,0.0,28.0
-11.0,-6.0,1024.0,1.79,0.0,0.0,154.0
-6.0,-2.0,1030.0,3.57,0.0,0.0,121.0
-9.0,26.0,1013.0,3.13,0.0,0.0,12.0
21.0,23.0,996.0,1.79,0.0,0.0,28.0
-8.0,19.0,1017.0,216.82,0.0,0.0,20.0
9.0,12.0,1016.0,0.89,0.0,0.0,28.0
-20.0,-3.0,1024.0,32.63,0.0,0.0,20.0
-17.0,5.0,1020.0,7.15,0.0,0.0,34.0
-4.0,-2.0,1024.0,0.89,0.0,0.0,281.0
23.0,30.0,1001.0,32.65,0.0,0.0,182.0
19.0,22.0,1000.0,4.47,0.0,0.0,19.0
-13.0,12.0,1025.0,3.13,0.0,0.0,22.0
13.0,16.0,1003.0,4.46,0.0,0.0,98.0
15.0,30.0,1010.0,12.96,0.0,0.0,121.0
-24.0,-5.0,1037.0,138.12,0.0,0.0,20.0
13.0,23.0,1011.0,7.16,0.0,0.0,27.0
21.0,28.0,1009.0,7.15,0.0,0.0,149.0
-3.0,16.0,1019.0,107.29,0.0,0.0,2.0
-4.0,2.0,1032.0,10.73,0.0,0.0,303.0
24.0,27.0,998.0,16.98,0.0,0.0,224.0
0.0,5.0,1030.0,0.89,0.0,0.0,42.0
-6.0,1.0,1027.0,5.37,0.0,0.0,137.0
-16.0,0.0,1035.0,2.68,0.0,0.0,50.0
-1.0,1.0,1008.0,3.13,0.0,0.0,439.0
18.0,24.0,1008.0,13.85,0.0,0.0,57.0
18.0,25.0,1005.0,3.13,0.0,0.0,23.0
10.0,10.0,1021.0,0.89,0.0,0.0,285.0
10.0,34.0,1002.0,3.58,0.0,0.0,9.0
-15.0,12.0,1022.0,32.19,0.0,0.0,25.0
14.0,17.0,1017.0,0.89,0.0,0.0,86.0
0.0,1.0,1019.0,0.89,0.0,0.0,393.0
-18.0,16.0,1024.0,16.55,0.0,0.0,11.0
0.0,29.0,1017.0,3.13,0.0,0.0,6.0
-17.0,3.0,1019.0,6.26,0.0,0.0,17.0
-7.0,-5.0,1011.0,2.23,0.0,0.0,117.0
18.0,30.0,1002.0,17.88,0.0,0.0,46.0
16.0,32.0,1000.0,19.22,0.0,0.0,67.0
2.0,22.0,1015.0,9.84,0.0,0.0,16.0
9.0,10.0,1016.0,18.33,0.0,0.0,24.0
24.0,32.0,997.0,25.92,0.0,0.0,194.0
-6.0,0.0,1029.0,1.79,0.0,0.0,52.0
-26.0,-12.0,1038.0,4.92,0.0,0.0,19.0
-20.0,-5.0,1034.0,313.4,0.0,0.0,10.0
-17.0,-9.0,1021.0,2.68,0.0,0.0,162.0
14.0,16.0,1021.0,19.67,0.0,0.0,188.0
6.0,13.0,1019.0,19.23,0.0,0.0,40.0
25.0,28.0,1000.0,19.22,0.0,1.0,144.0
8.0,22.0,1007.0,0.89,0.0,0.0,24.0
-1.0,8.0,1023.0,39.34,0.0,0.0,76.0
-16.0,-6.0,1022.0,0.89,0.0,0.0,106.0
10.0,21.0,1012.0,1.79,0.0,0.0,168.0
4.0,17.0,1016.0,1.78,0.0,0.0,113.0
15.0,19.0,1014.0,0.89,0.0,0.0,71.0
8.0,13.0,1023.0,2.23,0.0,0.0,49.0
-20.0,-3.0,1042.0,4.02,0.0,0.0,17.0
-24.0,2.0,1033.0,2.67,0.0,0.0,93.0
-20.0,10.0,1025.0,225.33,0.0,0.0,13.0
-14.0,9.0,1028.0,37.1,0.0,0.0,28.0
0.0,8.0,1015.0,4.92,0.0,0.0,39.0
-2.0,18.0,1025.0,19.67,0.0,0.0,131.0
-2.0,17.0,1011.0,8.05,0.0,0.0,18.0
-24.0,-5.0,1030.0,262.4,0.0,0.0,24.0
-11.0,19.0,1013.0,63.48,0.0,0.0,18.0
15.0,35.0,997.0,8.05,0.0,0.0,19.0
4.0,7.0,1019.0,8.49,0.0,0.0,34.0
-12.0,-5.0,1022.0,0.89,0.0,0.0,142.0
-3.0,3.0,1015.0,14.31,0.0,0.0,436.0
7.0,9.0,1028.0,2.67,0.0,0.0,81.0
9.0,18.0,1020.0,2.68,0.0,0.0,104.0
-11.0,4.0,1028.0,3.58,0.0,0.0,47.0
-22.0,0.0,1025.0,25.92,0.0,0.0,21.0
22.0,23.0,1010.0,0.89,0.0,0.0,103.0
-21.0,-3.0,1028.0,114.87,0.0,0.0,7.0
-22.0,5.0,1020.0,78.23,0.0,0.0,42.0
12.0,19.0,1007.0,9.83,0.0,0.0,45.0
19.0,20.0,1011.0,0.45,0.0,0.0,182.0
