checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
A11,48.0,A34,A41,6331.0,A61,A75,4.0,A93,A101,4.0,A124,46.0,A143,A153,2.0,A173,1.0,A192,A201,2
A12,36.0,A33,A49,4455.0,A61,A73,2.0,A91,A101,2.0,A121,30.0,A142,A152,2.0,A174,1.0,A192,A201,2
A14,24.0,A33,A40,2538.0,A61,A75,4.0,A93,A101,4.0,A123,47.0,A143,A152,2.0,A172,2.0,A191,A201,2
A14,24.0,A32,A43,1376.0,A63,A74,4.0,A92,A101,1.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A12,36.0,A34,A41,5800.0,A61,A73,3.0,A93,A101,4.0,A123,34.0,A143,A152,2.0,A173,1.0,A192,A201,1
A11,30.0,A30,A42,4583.0,A61,A73,2.0,A91,A103,2.0,A121,32.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,18.0,A32,A43,3509.0,A61,A74,4.0,A92,A103,1.0,A121,25.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,6.0,A32,A42,4611.0,A61,A72,1.0,A92,A101,4.0,A122,32.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,6.0,A34,A43,1740.0,A61,A75,2.0,A94,A101,2.0,A121,30.0,A143,A151,2.0,A173,1.0,A191,A201,1
A14,33.0,A34,A41,7253.0,A61,A74,3.0,A93,A101,2.0,A123,35.0,A143,A152,2.0,A174,1.0,A192,A201,1
A11,12.0,A32,A42,1858.0,A61,A72,4.0,A92,A101,1.0,A123,22.0,A143,A151,1.0,A173,1.0,A191,A201,1
A12,24.0,A34,A42,4736.0,A61,A72,2.0,A92,A101,4.0,A123,25.0,A141,A152,1.0,A172,1.0,A191,A201,2
A14,12.0,A34,A49,2292.0,A61,A71,4.0,A93,A101,2.0,A123,42.0,A142,A152,2.0,A174,1.0,A192,A201,2
A11,24.0,A32,A42,3234.0,A61,A72,4.0,A92,A101,4.0,A121,23.0,A143,A151,1.0,A172,1.0,A192,A201,2
A12,12.0,A32,A43,625.0,A61,A72,4.0,A94,A103,1.0,A121,26.0,A141,A152,1.0,A172,1.0,A191,A201,1
A11,48.0,A30,A41,4605.0,A61,A75,3.0,A93,A101,4.0,A124,24.0,A143,A153,2.0,A173,2.0,A191,A201,2
A13,12.0,A32,A43,1297.0,A61,A73,3.0,A94,A101,4.0,A121,23.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,36.0,A34,A40,7855.0,A61,A73,4.0,A92,A101,2.0,A121,25.0,A142,A152,2.0,A173,1.0,A192,A201,2
A14,12.0,A30,A42,2759.0,A61,A75,2.0,A93,A101,4.0,A122,34.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,18.0,A34,A43,1245.0,A61,A73,4.0,A94,A101,2.0,A123,33.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,18.0,A32,A43,1453.0,A61,A72,3.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A34,A42,3331.0,A61,A75,2.0,A93,A101,4.0,A122,42.0,A142,A152,1.0,A173,1.0,A191,A201,1
A14,21.0,A33,A41,2993.0,A61,A73,3.0,A93,A101,2.0,A121,28.0,A142,A152,2.0,A172,1.0,A191,A201,1
A14,28.0,A34,A43,2743.0,A61,A75,4.0,A93,A101,2.0,A123,29.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,18.0,A34,A43,2238.0,A61,A73,2.0,A92,A101,1.0,A123,25.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,24.0,A34,A40,1199.0,A61,A75,4.0,A93,A101,4.0,A123,60.0,A143,A152,2.0,A172,1.0,A191,A201,2
A14,36.0,A34,A43,9566.0,A61,A73,2.0,A92,A101,2.0,A123,31.0,A142,A152,2.0,A173,1.0,A191,A201,1
A12,6.0,A32,A43,2063.0,A61,A72,4.0,A94,A101,3.0,A123,30.0,A143,A151,1.0,A174,1.0,A192,A201,1
A11,18.0,A32,A40,1216.0,A61,A72,4.0,A92,A101,3.0,A123,23.0,A143,A151,1.0,A173,1.0,A192,A201,2
A12,8.0,A32,A43,1414.0,A61,A73,4.0,A93,A103,2.0,A121,33.0,A143,A152,1.0,A173,1.0,A191,A202,1
A11,18.0,A34,A40,3966.0,A61,A75,1.0,A92,A101,4.0,A121,33.0,A141,A151,3.0,A173,1.0,A192,A201,2
A11,12.0,A32,A40,1274.0,A61,A72,3.0,A92,A101,1.0,A121,37.0,A143,A152,1.0,A172,1.0,A191,A201,2
A11,30.0,A30,A49,8072.0,A65,A72,2.0,A93,A101,3.0,A123,25.0,A141,A152,3.0,A173,1.0,A191,A201,1
A14,36.0,A33,A43,4454.0,A61,A73,4.0,A92,A101,4.0,A121,34.0,A143,A152,2.0,A173,1.0,A191,A201,1
A14,24.0,A32,A42,3972.0,A61,A74,2.0,A92,A101,4.0,A122,25.0,A143,A151,1.0,A173,1.0,A192,A201,1
A12,36.0,A33,A40,2225.0,A61,A75,4.0,A93,A101,4.0,A124,57.0,A141,A153,2.0,A173,1.0,A192,A201,2
A11,18.0,A34,A42,1049.0,A61,A72,4.0,A92,A101,4.0,A122,21.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,21.0,A34,A41,3275.0,A61,A75,1.0,A93,A101,4.0,A123,36.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,18.0,A34,A43,1169.0,A65,A73,4.0,A93,A101,3.0,A122,29.0,A143,A152,2.0,A173,1.0,A192,A201,1
A14,15.0,A32,A44,874.0,A65,A72,4.0,A92,A101,1.0,A121,24.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,36.0,A32,A41,4686.0,A61,A73,2.0,A93,A101,2.0,A124,32.0,A143,A153,1.0,A174,1.0,A192,A201,1
A13,10.0,A34,A40,781.0,A61,A75,4.0,A93,A101,4.0,A124,63.0,A143,A153,2.0,A173,1.0,A192,A201,1
A14,9.0,A34,A40,2134.0,A61,A73,4.0,A93,A101,4.0,A123,48.0,A143,A152,3.0,A173,1.0,A192,A201,1
A14,11.0,A32,A49,2142.0,A64,A75,1.0,A91,A101,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A192,A201,1
A12,9.0,A32,A43,1206.0,A61,A75,4.0,A92,A101,4.0,A121,25.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,24.0,A32,A40,1249.0,A61,A72,4.0,A94,A101,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A34,A43,797.0,A65,A75,4.0,A92,A101,3.0,A122,33.0,A141,A152,1.0,A172,2.0,A191,A201,2
A13,15.0,A32,A49,2687.0,A61,A74,2.0,A93,A101,4.0,A122,26.0,A143,A151,1.0,A173,1.0,A192,A201,1
A14,18.0,A34,A42,3780.0,A61,A72,3.0,A91,A101,2.0,A123,35.0,A143,A152,2.0,A174,1.0,A192,A201,1
A11,12.0,A34,A43,385.0,A61,A74,4.0,A92,A101,3.0,A121,58.0,A143,A152,4.0,A172,1.0,A192,A201,1
A14,4.0,A34,A40,3380.0,A61,A74,1.0,A92,A101,1.0,A121,37.0,A143,A152,1.0,A173,2.0,A191,A201,1
A11,18.0,A32,A42,2659.0,A64,A73,4.0,A93,A101,2.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,6.0,A34,A40,6761.0,A61,A74,1.0,A93,A101,3.0,A124,45.0,A143,A152,2.0,A174,2.0,A192,A201,1
A12,72.0,A32,A43,5595.0,A62,A73,2.0,A94,A101,2.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,24.0,A33,A40,2032.0,A61,A75,4.0,A93,A101,4.0,A124,60.0,A143,A153,2.0,A173,1.0,A192,A201,1
A11,36.0,A32,A42,3959.0,A61,A71,4.0,A93,A101,3.0,A122,30.0,A143,A152,1.0,A174,1.0,A192,A201,1
A14,12.0,A32,A41,4675.0,A65,A72,1.0,A92,A101,4.0,A123,20.0,A143,A151,1.0,A173,1.0,A191,A201,1
A14,18.0,A34,A43,1582.0,A64,A75,4.0,A93,A101,4.0,A123,46.0,A143,A152,2.0,A173,1.0,A191,A201,1
A12,9.0,A32,A42,959.0,A61,A73,1.0,A92,A101,2.0,A123,29.0,A143,A152,1.0,A173,1.0,A191,A202,2
A11,24.0,A32,A41,6579.0,A61,A71,4.0,A93,A101,2.0,A124,29.0,A143,A153,1.0,A174,1.0,A192,A201,1
A11,36.0,A34,A42,6229.0,A61,A72,4.0,A92,A102,4.0,A124,23.0,A143,A151,2.0,A172,1.0,A192,A201,2
A11,48.0,A32,A40,7763.0,A61,A75,4.0,A93,A101,4.0,A124,42.0,A141,A153,1.0,A174,1.0,A191,A201,2
A14,10.0,A32,A43,1924.0,A61,A73,1.0,A93,A101,4.0,A122,38.0,A143,A152,1.0,A173,1.0,A192,A202,1
A14,24.0,A34,A49,4139.0,A62,A73,3.0,A93,A101,3.0,A122,27.0,A143,A152,2.0,A172,1.0,A192,A201,1
A11,30.0,A32,A45,11998.0,A61,A72,1.0,A91,A101,1.0,A124,34.0,A143,A152,1.0,A172,1.0,A192,A201,2
A11,48.0,A32,A44,3051.0,A61,A73,3.0,A93,A101,4.0,A123,54.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,24.0,A32,A40,1525.0,A64,A74,4.0,A92,A101,3.0,A123,34.0,A143,A152,1.0,A173,2.0,A192,A201,1
A14,15.0,A34,A43,1360.0,A61,A73,4.0,A93,A101,2.0,A122,31.0,A143,A152,2.0,A173,1.0,A191,A201,1
A13,24.0,A32,A40,947.0,A61,A74,4.0,A93,A101,3.0,A124,38.0,A141,A153,1.0,A173,2.0,A191,A201,2
A14,24.0,A34,A46,1597.0,A61,A75,4.0,A93,A101,4.0,A124,54.0,A143,A153,2.0,A173,2.0,A191,A201,1
A12,12.0,A32,A42,1922.0,A61,A73,4.0,A93,A101,2.0,A122,37.0,A143,A152,1.0,A172,1.0,A191,A201,2
A12,8.0,A32,A42,1237.0,A61,A73,3.0,A92,A101,4.0,A121,24.0,A143,A152,1.0,A173,1.0,A191,A201,2
A14,24.0,A34,A43,2578.0,A64,A75,2.0,A93,A101,2.0,A123,34.0,A143,A152,1.0,A173,1.0,A191,A201,1
A13,12.0,A32,A42,1474.0,A61,A72,4.0,A92,A101,1.0,A122,33.0,A141,A152,1.0,A174,1.0,A192,A201,1
A12,9.0,A32,A42,2030.0,A65,A74,2.0,A93,A101,1.0,A123,24.0,A143,A152,1.0,A173,1.0,A192,A201,1
A11,12.0,A34,A41,1409.0,A61,A75,4.0,A93,A101,3.0,A121,54.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,48.0,A32,A43,6999.0,A61,A74,1.0,A94,A103,1.0,A121,34.0,A143,A152,2.0,A173,1.0,A192,A201,2
A11,24.0,A31,A40,2325.0,A62,A74,2.0,A93,A101,3.0,A123,32.0,A141,A152,1.0,A173,1.0,A191,A201,1
A13,15.0,A32,A46,392.0,A61,A72,4.0,A92,A101,4.0,A122,23.0,A143,A151,1.0,A173,1.0,A192,A201,1
A12,18.0,A34,A43,1795.0,A61,A75,3.0,A92,A103,4.0,A121,48.0,A141,A151,2.0,A172,1.0,A192,A201,1
A13,30.0,A34,A43,3656.0,A65,A75,4.0,A93,A101,4.0,A122,49.0,A142,A152,2.0,A172,1.0,A191,A201,1
A13,6.0,A34,A40,1323.0,A62,A75,2.0,A91,A101,4.0,A123,28.0,A143,A152,2.0,A173,2.0,A192,A201,1
A11,12.0,A32,A43,709.0,A61,A75,4.0,A93,A101,4.0,A121,57.0,A142,A152,1.0,A172,1.0,A191,A201,2
A14,24.0,A34,A410,6314.0,A61,A71,4.0,A93,A102,2.0,A124,27.0,A141,A152,2.0,A174,1.0,A192,A201,1
A14,36.0,A33,A49,9572.0,A61,A72,1.0,A91,A101,1.0,A123,28.0,A143,A152,2.0,A173,1.0,A191,A201,2
A14,15.0,A32,A41,1300.0,A65,A75,4.0,A93,A101,4.0,A124,45.0,A141,A153,1.0,A173,2.0,A191,A201,1
A14,36.0,A32,A40,3079.0,A65,A73,4.0,A93,A101,4.0,A121,36.0,A143,A152,1.0,A173,1.0,A191,A201,1
A11,9.0,A32,A43,1366.0,A61,A72,3.0,A92,A101,4.0,A122,22.0,A143,A151,1.0,A173,1.0,A191,A201,2
A12,24.0,A33,A42,2333.0,A65,A72,4.0,A93,A101,2.0,A122,29.0,A141,A152,1.0,A172,1.0,A191,A201,1
A11,42.0,A33,A43,4370.0,A61,A74,3.0,A93,A101,2.0,A122,26.0,A141,A152,2.0,A173,2.0,A192,A201,2
A11,6.0,A34,A42,3384.0,A61,A73,1.0,A91,A101,4.0,A121,44.0,A143,A151,1.0,A174,1.0,A192,A201,2
A14,24.0,A33,A49,3863.0,A61,A73,1.0,A93,A101,2.0,A124,32.0,A143,A153,1.0,A173,1.0,A191,A201,1
A12,24.0,A33,A43,6403.0,A61,A72,1.0,A93,A101,2.0,A123,33.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,12.0,A33,A41,1503.0,A61,A73,4.0,A94,A101,4.0,A121,41.0,A143,A151,1.0,A173,1.0,A191,A201,1
A11,24.0,A32,A42,4169.0,A61,A73,4.0,A93,A101,4.0,A122,28.0,A143,A152,1.0,A173,1.0,A191,A201,1
A14,7.0,A34,A43,730.0,A65,A75,4.0,A93,A101,2.0,A122,46.0,A143,A151,2.0,A172,1.0,A192,A201,1
A14,24.0,A32,A48,937.0,A61,A72,4.0,A94,A101,3.0,A123,27.0,A143,A152,2.0,A172,1.0,A191,A201,1
A13,18.0,A32,A42,2864.0,A61,A73,2.0,A93,A101,1.0,A121,34.0,A143,A152,1.0,A172,2.0,A191,A201,2
A14,30.0,A34,A43,2831.0,A61,A73,4.0,A92,A101,2.0,A123,33.0,A143,A152,1.0,A173,1.0,A192,A201,1
A14,36.0,A30,A45,2613.0,A61,A73,4.0,A93,A101,2.0,A123,27.0,A143,A152,2.0,A173,1.0,A191,A201,1
A11,24.0,A31,A41,3632.0,A61,A73,1.0,A92,A103,4.0,A123,22.0,A141,A151,1.0,A173,1.0,A191,A202,1
A14,9.0,A32,A46,3832.0,A65,A75,1.0,A93,A101,4.0,A121,64.0,A143,A152,1.0,A172,1.0,A191,A201,1
A12,36.0,A32,A46,2273.0,A61,A74,3.0,A93,A101,1.0,A123,32.0,A143,A152,2.0,A173,2.0,A191,A201,1
A12,15.0,A33,A45,1512.0,A64,A73,3.0,A94,A101,3.0,A122,61.0,A142,A152,2.0,A173,1.0,A191,A201,2
A13,10.0,A32,A42,1275.0,A61,A72,4.0,A92,A101,2.0,A122,23.0,A143,A152,1.0,A173,1.0,A191,A201,1
